course_id,course_name,category,difficulty_level,duration_hours,rating,tags
C165,Advanced Topics in GCP for Developers,Cloud Computing,Intermediate,27,4.2,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C147,Expert Network Security,Cyber Security,Advanced,90,3.8,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C254,Getting Started with CI/CD Pipelines,DevOps,Beginner,8,3.8,"CI/CD,Docker,Jenkins,Kubernetes,Linux,Terraform"
C274,Basic System Design Interviews,Data Structures & Algorithms,Beginner,19,4.1,"Algorithms,Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C202,Introduction to iOS with Swift,Mobile Development,Beginner,16,4.9,"Android,Flutter,Kotlin,React Native,Swift,iOS"
C279,Advanced DSA,Data Structures & Algorithms,Advanced,53,3.9,"Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C264,Expert Docker & Kubernetes,DevOps,Advanced,79,4.1,"CI/CD,Docker,Kubernetes,Linux,Terraform"
C187,Professional Android Development,Mobile Development,Advanced,57,3.7,"Flutter,Kotlin,React Native,Swift"
C162,Expert Cloud Computing with AWS,Cloud Computing,Advanced,79,3.6,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C028,Professional React,Web Development,Advanced,66,3.9,"MongoDB,Node.js,Vue"
C277,Expert System Design Interviews,Data Structures & Algorithms,Advanced,64,4.1,"Algorithms,Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C139,Mastering Network Security,Cyber Security,Intermediate,36,4.7,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C189,Getting Started with iOS with Swift,Mobile Development,Beginner,5,5.0,"Android,Swift,iOS"
C012,Getting Started with Node.js,Web Development,Beginner,12,3.6,"CSS,Frontend Development,HTML,JavaScript"
C159,Expert Azure Fundamentals,Cloud Computing,Advanced,89,3.6,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C214,Introduction to User Experience Research,UI/UX Design,Beginner,11,4.7,"Figma,Prototyping,UI Design,UX Design,User Research,Wireframing"
C286,Getting Started with DSA,Data Structures & Algorithms,Beginner,16,4.2,"Algorithms,Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C086,Expert Machine Learning,Machine Learning,Advanced,99,4.1,"Data Preprocessing,Feature Engineering,Machine Learning,Scikit-Learn"
C137,Mastering Ethical Hacking,Cyber Security,Intermediate,48,3.9,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C107,Deep Dive into Deep Learning with TensorFlow,Artificial Intelligence,Advanced,73,4.2,"Deep Learning,LLMs,PyTorch,TensorFlow"
C031,Introduction to Data Science,Data Science,Beginner,9,4.3,"Matplotlib,NumPy,Pandas,Python,Statistics"
C213,Getting Started with UI/UX Design,UI/UX Design,Beginner,18,3.9,"Figma,Prototyping,User Research,Wireframing"
C223,Basic User Experience Research,UI/UX Design,Beginner,8,4.2,"Figma,Prototyping,User Research"
C102,Professional AI,Artificial Intelligence,Advanced,75,4.4,"Deep Learning,Generative AI,Neural Networks,Python,TensorFlow"
C020,Getting Started with Web Development,Web Development,Beginner,9,3.6,"Angular,CSS,JavaScript,Next.js,Node.js,React"
C151,Professional Azure Fundamentals,Cloud Computing,Advanced,62,3.8,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C152,Applied GCP for Developers,Cloud Computing,Intermediate,35,4.6,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C156,Fundamentals of GCP for Developers,Cloud Computing,Beginner,13,4.2,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C022,Deep Dive into React,Web Development,Advanced,70,4.6,"CSS,Express.js,HTML,JavaScript,Node.js,React,Vue"
C125,Expert Cyber Security,Cyber Security,Advanced,62,4.4,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C025,Professional Full-Stack Development,Web Development,Advanced,63,4.5,"Angular,CSS,Express.js,Frontend Development,JavaScript,MongoDB,Next.js"
C051,Introduction to Data Analysis with Python,Data Science,Beginner,16,4.5,"Data Visualization,Matplotlib,NumPy,Pandas,Python,Statistics"
C282,Professional DSA,Data Structures & Algorithms,Advanced,92,3.8,"Algorithms,Competitive Programming,Python"
C066,Fundamentals of Machine Learning,Machine Learning,Beginner,7,4.9,"Data Preprocessing,Feature Engineering,Machine Learning,Python,Scikit-Learn"
C170,Intermediate GCP for Developers,Cloud Computing,Intermediate,29,4.9,"AWS,Azure,Cloud Architecture,GCP,Serverless Computing"
C228,Mastering User Experience Research,UI/UX Design,Intermediate,22,4.2,"Figma,Prototyping,UI Design,UX Design,User Research,Wireframing"
C240,Advanced UI/UX Design,UI/UX Design,Advanced,82,4.9,"Figma,Prototyping,UX Design,User Research"
C294,Introduction to DSA,Data Structures & Algorithms,Beginner,9,3.6,"Competitive Programming,Data Structures,Problem Solving,System Design"
C052,Intermediate Data Science,Data Science,Intermediate,46,4.3,"Data Visualization,Matplotlib,NumPy,Pandas,Python,Statistics"
C230,Advanced Topics in UI/UX Design,UI/UX Design,Intermediate,21,4.9,"Figma,Prototyping,UI Design,User Research,Wireframing"
C117,Getting Started with Deep Learning with TensorFlow,Artificial Intelligence,Beginner,18,4.3,"Deep Learning,Generative AI,LLMs,Neural Networks,PyTorch,Python,TensorFlow"
C188,Expert React Native,Mobile Development,Advanced,98,4.6,"Android,Flutter,Kotlin,React Native,Swift,iOS"
C034,Introduction to Data Visualization,Data Science,Beginner,5,4.1,"Data Visualization,Matplotlib,NumPy,Pandas,Python,Statistics"
C284,Mastering Advanced Algorithms,Data Structures & Algorithms,Intermediate,41,4.2,"Algorithms,Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C267,Expert CI/CD Pipelines,DevOps,Advanced,99,4.4,"CI/CD,Jenkins,Kubernetes,Linux"
C030,Mastering React,Web Development,Intermediate,45,4.1,"MongoDB,Next.js,Node.js"
C229,Professional UI/UX Design,UI/UX Design,Advanced,86,4.8,"Figma,Prototyping,UI Design,UX Design"
C008,Fundamentals of Web Development,Web Development,Beginner,17,3.8,"Express.js,HTML,Vue"
C013,Applied Full-Stack Development,Web Development,Intermediate,42,4.4,"Angular,CSS,Frontend Development,HTML,JavaScript,Next.js,React"
C293,Introduction to System Design Interviews,Data Structures & Algorithms,Beginner,14,3.9,"Algorithms,Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C234,Advanced User Experience Research,UI/UX Design,Advanced,66,4.7,"Figma,Prototyping,UI Design,UX Design,User Research,Wireframing"
C088,Mastering Scikit-Learn,Machine Learning,Intermediate,29,3.8,"Data Preprocessing,Feature Engineering,Machine Learning,Python,Scikit-Learn"
C055,Fundamentals of Data Visualization,Data Science,Beginner,20,4.0,"Data Visualization,Matplotlib,NumPy,Pandas,Python,Statistics"
C236,Expert Figma for Designers,UI/UX Design,Advanced,71,5.0,"Figma,UI Design,User Research"
C179,Basic Cloud Computing with AWS,Cloud Computing,Beginner,15,3.8,"AWS,Azure,GCP"
C184,Advanced iOS with Swift,Mobile Development,Advanced,51,4.7,"Android,Flutter,Kotlin,React Native,Swift"
C069,Expert Scikit-Learn,Machine Learning,Advanced,55,4.1,"Data Preprocessing,Feature Engineering,Machine Learning,Python,Scikit-Learn"
C113,Advanced PyTorch for AI,Artificial Intelligence,Advanced,91,4.3,"Deep Learning,Neural Networks,Python"
C094,Getting Started with AI,Artificial Intelligence,Beginner,13,4.7,"Deep Learning,Generative AI,LLMs,Neural Networks,PyTorch,Python,TensorFlow"
C253,Mastering CI/CD Pipelines,DevOps,Intermediate,20,4.6,"CI/CD,Docker,Jenkins,Kubernetes,Linux,Terraform"
C251,Deep Dive into DevOps,DevOps,Advanced,100,4.9,"CI/CD,Docker,Jenkins,Kubernetes,Linux,Terraform"
C026,Fundamentals of React,Web Development,Beginner,14,4.0,"CSS,Express.js,HTML,JavaScript,Next.js,React"
C248,Introduction to CI/CD Pipelines,DevOps,Beginner,7,4.3,"CI/CD,Docker,Kubernetes,Linux"
C071,Applied Machine Learning,Machine Learning,Intermediate,38,3.5,"Data Preprocessing,Feature Engineering,Machine Learning,Python,Scikit-Learn"
C127,Getting Started with Network Security,Cyber Security,Beginner,15,4.3,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C299,Advanced Topics in Advanced Algorithms,Data Structures & Algorithms,Intermediate,39,4.9,"Algorithms,Competitive Programming,Data Structures,Problem Solving,Python,System Design"
C040,Basic Data Visualization,Data Science,Beginner,18,4.7,"Data Visualization,Matplotlib,NumPy,Pandas,Python,Statistics"
C090,Intermediate Applied ML,Machine Learning,Intermediate,34,4.7,"Data Preprocessing,Feature Engineering,Machine Learning,Model Evaluation,Python,Scikit-Learn"
C133,Advanced Ethical Hacking,Cyber Security,Advanced,63,4.4,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C126,Intermediate Ethical Hacking,Cyber Security,Intermediate,34,4.4,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C119,Intermediate PyTorch for AI,Artificial Intelligence,Intermediate,33,4.2,"Deep Learning,Generative AI,Neural Networks,PyTorch,Python,TensorFlow"
C195,Applied Android Development,Mobile Development,Intermediate,50,4.4,"Flutter,Kotlin,React Native,Swift,iOS"
C134,Applied Network Security,Cyber Security,Intermediate,21,4.7,"Cryptography,Ethical Hacking,Networking,Penetration Testing,Security Fundamentals"
C095,Applied Deep Learning with TensorFlow,Artificial Intelligence,Intermediate,28,3.9,"Deep Learning,Neural Networks,PyTorch,Python,TensorFlow"
C080,Applied Applied ML,Machine Learning,Intermediate,27,4.8,"Data Preprocessing,Feature Engineering,Machine Learning,Model Evaluation,Python,Scikit-Learn"
C093,Applied PyTorch for AI,Artificial Intelligence,Intermediate,49,3.8,"Deep Learning,LLMs,Neural Networks,PyTorch,TensorFlow"
C285,Getting Started with System Design Interviews,Data Structures & Algorithms,Beginner,6,4.7,"Algorithms,Competitive Programming,Data Structures"
C032,Fundamentals of Data Science,Data Science,Beginner,19,3.8,"Data Visualization,Matplotlib,NumPy,Pandas,Python,Statistics"
C070,Basic Scikit-Learn,Machine Learning,Beginner,10,4.7,"Data Preprocessing,Feature Engineering,Machine Learning,Model Evaluation,Python,Scikit-Learn"
C222,Advanced Topics in User Experience Research,UI/UX Design,Intermediate,30,4.1,"Figma,Prototyping,UI Design"
C003,Basic Web Development,Web Development,Beginner,9,3.6,"CSS,Express.js,HTML,JavaScript,React,Vue"
